h0,h1,h2
-0.0040223957,-0.0194073878,-0.110473238
0.0700384229,-0.00859497208,-0.122364119
0.0197420251,0.0575721823,-0.0335684083
0.0728135854,-0.0957774371,-0.0922965929
-0.0109490119,0.00923203491,-0.0821496099
0.077322267,0.0137590878,-0.0682686344
0.0408128649,0.0406084433,-0.0178240016
0.00469254237,-0.002888232,-0.0733466223
-0.0485717356,0.12316633,-0.0588793606
-0.0156218056,0.0323984735,-0.0672073811
0.0939156339,-0.0507164486,-0.0521126315
0.129680187,0.165843651,0.030993646
0.0529265068,0.0862663612,-0.0740375146
0.148935094,0.0426414646,-0.0421505719
0.110411882,-0.049640689,-0.0835783109
-0.00430016732,0.130171537,0.0362205431
-0.0920580775,-0.0188132189,-0.0988416672
0.110678934,-0.0539368093,-0.120915078
0.196339756,-0.0680399984,-0.0143932318
0.173854128,0.0958704427,-0.0969660506
0.00691053271,0.115717821,-0.000927220739
0.0891007259,0.06244478,-0.0811372548
0.219899595,-0.0995526537,-0.151906684
0.0551147573,0.0775235146,-0.127547607
0.141223639,-0.0616034269,-0.0395083427
0.12223196,0.101074807,-0.108440086
0.140909433,-0.0691571012,-0.0411472768
-0.0566969439,-0.226773262,-0.180584863
-0.00872136932,0.0908488184,-0.0565513521
-0.158191696,-0.0146892639,-0.0828985199
-0.0253429525,-0.0398785248,-0.014180596
-0.041173704,0.0768353641,-0.125292867
0.0835248306,-0.0320841484,-0.0131675424
0.0987649113,0.0441701859,-0.0647040159
-0.0465887338,0.0498217642,-0.0848636776
-0.136489689,0.0385243371,-0.091509968
0.0449966229,-0.0811176002,-0.0632650629
-0.161015481,0.188736483,0.0274973065
0.114128776,0.0152225578,0.0308949985
0.131545097,-0.0972738564,-0.0665046349
0.175969779,0.0607073046,0.0523615777
0.105787754,-0.0699154288,-0.0842351839
0.016243903,-0.00870234892,-0.0897808149
0.0967562646,-0.0308373738,-0.00287467567
-0.230257064,0.0455979854,-0.156004116
0.099877052,-0.00653900579,-0.0906968564
0.0832635611,-0.0444774553,-0.0786364824
0.122524537,-0.0509150587,-0.139519915
-0.0452193394,-0.0282514114,-0.0901175961
0.0378416739,0.114500172,-0.0101418076
0.0900683776,-0.0740181729,-0.0160725135
0.097734347,0.0488813743,-0.0166032277
0.0809982941,0.0800862461,0.0118525624
-0.102834761,-0.039301388,-0.122458868
0.0273372382,-0.0121711073,0.00339624099
0.161807135,-0.057085406,0.0465253294
0.00659676921,0.10786248,-0.0497675277
0.171871915,-0.0695832744,-0.0310461614
0.124874368,-0.0576910414,0.00279165828
-0.0171083547,0.0242308173,-0.135970488
0.0837459117,-0.135667756,-0.0134641007
0.152015328,0.0224704761,-0.147270679
-0.108546861,0.175292641,-0.108708002
